2803.029,-385.46
2803.045,-369.99
2803.045,-350.65
2803.060,-352.44
2803.076,-377.31
2803.092,-363.67
2803.092,-359.17
2803.107,-365.67
2803.123,-352.59
2803.129,-356.45
2803.145,-353.20
2803.145,-329.97
2803.161,-341.13
2803.176,-362.39
2803.192,-367.06
2803.192,-377.38
2803.207,-381.97
2803.223,-361.60
2803.230,-356.49
2803.245,-365.70
2803.245,-371.74
2803.261,-352.66
2803.277,-363.51
2803.292,-368.10
2803.292,-368.37
2803.308,-371.69
2803.323,-361.02
2803.330,-375.33
2803.345,-383.67
2803.345,-381.72
2803.361,-370.63
2803.376,-369.70
2803.392,-364.49
2803.392,-353.05
2803.408,-365.03
2803.423,-367.17
2803.430,-352.08
2803.445,-345.42
2803.445,-350.23
2803.461,-366.11
2803.477,-384.56
2803.477,-371.16
2803.492,-331.20
2803.508,-341.39
2803.524,-363.56
2803.530,-368.17
2803.546,-361.18
2803.546,-368.03
2803.561,-350.20
2803.577,-374.03
2803.577,-406.91
2803.593,-376.63
2803.608,-359.59
2803.624,-383.14
2803.630,-398.71
2803.646,-361.49
2803.646,-362.85
2803.662,-364.31
2803.677,-335.43
2803.677,-340.44
2803.693,-347.23
2803.709,-356.18
2803.724,-380.42
2803.731,-365.72
2803.746,-338.33
2803.746,-344.17
2803.762,-355.46
2803.778,-324.66
2803.778,-356.20
2803.793,-359.96
2803.809,-362.10
2803.824,-363.29
2803.831,-369.80
2803.847,-345.89
2803.847,-345.14
2803.862,-364.86
2803.878,-378.33
2803.878,-382.71
2803.894,-367.10
2803.909,-377.22
2803.909,-369.03
2803.931,-362.27
2803.931,-343.02
2803.947,-358.18
2803.963,-371.10
2803.978,-384.96
2803.978,-387.36
2803.994,-372.21
2804.010,-354.00
2804.010,-339.16
2804.032,-367.62
2804.032,-366.90
2804.047,-362.16
2804.063,-368.28
2804.079,-364.69
2804.079,-362.76
2804.094,-360.99
2804.110,-379.78
2804.110,-376.18
2804.132,-372.92
2804.132,-346.05
2804.148,-344.41
2804.163,-357.58
2804.163,-354.61
2804.179,-362.78
2804.195,-368.08
2804.210,-397.48
2804.210,-399.73
2804.232,-361.31
2804.232,-358.69
2804.256,-352.48
2804.266,-349.69
2804.266,-384.01
2804.282,-393.78
2804.297,-393.61
2804.297,-367.00
2804.313,-355.57
2804.333,-357.43
2804.333,-356.40
2804.348,-359.31
2804.364,-368.83
2804.364,-382.67
2804.380,-393.93
2804.395,-379.92
2804.411,-393.03
2804.411,-368.76
2804.433,-348.81
2804.433,-339.58
2804.449,-351.73
2804.464,-381.32
2804.464,-379.38
2804.480,-366.97
2804.496,-349.07
2804.496,-351.08
2804.511,-360.19
2804.527,-366.23
2804.533,-358.51
2804.549,-367.17
2804.565,-371.52
2804.565,-385.78
2804.580,-385.82
2804.596,-373.54
2804.596,-381.72
2804.612,-362.46
2804.627,-359.57
2804.634,-383.34
2804.650,-370.70
2804.665,-360.93
2804.674,-345.65
2804.674,-353.17
2804.689,-358.00
2804.705,-392.07
2804.721,-402.28
2804.721,-362.64
2804.734,-366.64
2804.750,-363.84
2804.765,-351.34
2804.765,-372.34
2804.781,-381.45
2804.797,-381.27
2804.797,-366.59
2804.812,-376.27
2804.828,-380.30
2804.835,-381.05
2804.850,-387.60
2804.850,-369.40
2804.866,-355.94
2804.881,-370.56
2804.897,-371.78
2804.897,-371.25
2804.913,-362.02
2804.928,-332.37
2804.934,-348.23
2804.950,-368.07
2804.950,-356.62
2804.966,-355.09
2804.981,-346.92
2804.997,-333.59
2804.997,-344.06
2805.013,-357.65
2805.028,-356.27
2805.035,-361.82
2805.050,-366.74
2805.050,-366.30
2805.066,-377.94
2805.082,-344.45
2805.097,-337.79
2805.097,-382.88
2805.113,-358.26
2805.129,-347.68
2805.135,-334.27
2805.151,-347.65
2805.151,-371.56
2805.167,-373.64
2805.182,-354.05
2805.182,-350.51
2805.198,-336.45
2805.213,-334.33
2805.229,-352.54
2805.236,-325.30
2805.252,-311.06
2805.252,-324.17
2805.267,-336.46
2805.283,-351.81
