2803.029,313,
2803.029,313,
2803.029,311,
2803.029,311,
2803.029,313,
2803.029,313,
2803.029,313,
2803.029,313,
2803.092,313,
2803.092,313,
2803.092,311,
2803.092,311,
2803.092,311,
2803.092,311,
2803.092,311,
2803.092,311,
2803.145,310,
2803.145,310,
2803.145,310,
2803.145,311,
2803.145,311,
2803.145,311,
2803.145,311,
2803.145,311,
2803.161,313,
2803.161,313,
2803.161,313,
2803.161,313,
2803.161,313,
2803.161,313,
2803.161,311,
2803.161,311,
2803.207,311,
2803.207,313,
2803.207,313,
2803.207,313,
2803.207,313,
2803.207,313,
2803.207,313,
2803.207,313,
2803.261,313,
2803.261,313,
2803.261,313,
2803.261,313,
2803.261,313,
2803.261,313,
2803.261,313,
2803.261,311,
2803.323,311,
2803.323,311,
2803.323,313,
2803.323,313,
2803.323,313,
2803.323,313,
2803.323,313,
2803.323,313,
2803.376,313,
2803.376,313,
2803.376,311,
2803.376,311,
2803.376,311,
2803.376,313,
2803.376,313,
2803.376,313,
2803.423,311,
2803.423,311,
2803.423,311,
2803.423,311,
2803.423,311,
2803.423,311,
2803.423,311,
2803.423,311,
2803.477,311,
2803.477,311,
2803.477,311,
2803.477,313,
2803.477,313,
2803.477,313,
2803.477,311,
2803.477,311,
2803.530,311,
2803.530,313,
2803.530,313,
2803.530,313,
2803.530,313,
2803.530,313,
2803.530,313,
2803.530,313,
2803.577,313,
2803.577,311,
2803.577,311,
2803.577,311,
2803.577,313,
2803.577,313,
2803.577,313,
2803.577,311,
2803.624,311,
2803.624,311,
2803.624,313,
2803.624,313,
2803.624,313,
2803.624,311,
2803.624,311,
2803.624,313,
2803.677,313,
2803.677,313,
2803.677,311,
2803.677,311,
2803.677,311,
2803.677,311,
2803.677,311,
2803.677,311,
2803.724,311,
2803.724,311,
2803.724,311,
2803.724,310,
2803.724,310,
2803.724,310,
2803.724,311,
2803.724,311,
2803.778,310,
2803.778,310,
2803.778,310,
2803.778,311,
2803.778,311,
2803.778,311,
2803.778,311,
2803.778,311,
2803.831,311,
2803.831,311,
2803.831,311,
2803.831,311,
2803.831,310,
2803.831,310,
2803.831,310,
2803.831,310,
2803.878,310,
2803.878,310,
2803.878,310,
2803.878,310,
2803.878,311,
2803.878,311,
2803.878,311,
2803.878,310,
2803.931,310,
2803.931,310,
2803.931,310,
2803.931,310,
2803.931,310,
2803.931,310,
2803.931,310,
2803.931,310,
2803.978,310,
2803.978,310,
2803.978,310,
2803.978,310,
2803.978,310,
2803.978,310,
2803.978,310,
2803.978,310,
2804.032,310,
2804.032,310,
2804.032,310,
2804.032,310,
2804.032,310,
2804.032,310,
2804.032,311,
2804.032,311,
2804.079,311,
2804.079,311,
2804.079,311,
2804.079,310,
2804.079,310,
2804.079,310,
2804.079,310,
2804.079,310,
2804.132,310,
2804.132,310,
2804.132,310,
2804.132,310,
2804.132,311,
2804.132,311,
2804.132,311,
2804.132,311,
2804.179,311,
2804.179,311,
2804.179,310,
2804.179,310,
2804.179,311,
2804.179,311,
2804.179,311,
2804.179,308,
2804.232,308,
2804.232,308,
2804.232,310,
2804.232,310,
2804.232,310,
2804.232,310,
2804.232,310,
2804.232,310,
2804.282,310,
2804.282,310,
2804.282,310,
2804.282,310,
2804.282,310,
2804.282,311,
2804.282,311,
2804.282,311,
2804.333,310,
2804.333,310,
2804.333,310,
2804.333,310,
2804.333,310,
2804.333,310,
2804.333,310,
2804.333,310,
2804.395,310,
2804.395,311,
2804.395,311,
2804.395,311,
2804.395,311,
2804.395,311,
2804.395,311,
2804.395,311,
2804.433,311,
2804.433,311,
2804.433,311,
2804.433,311,
2804.433,311,
2804.433,311,
2804.433,311,
2804.433,313,
2804.496,313,
2804.496,313,
2804.496,313,
2804.496,313,
2804.496,313,
2804.496,311,
2804.496,311,
2804.496,311,
2804.533,311,
2804.533,311,
2804.533,310,
2804.533,310,
2804.533,310,
2804.533,310,
2804.533,310,
2804.533,310,
2804.580,310,
2804.580,310,
2804.580,310,
2804.580,310,
2804.580,310,
2804.580,310,
2804.580,310,
2804.580,310,
2804.634,310,
2804.634,310,
2804.634,310,
2804.634,310,
2804.634,310,
2804.634,310,
2804.634,308,
2804.634,308,
2804.705,308,
2804.705,308,
2804.705,308,
2804.705,308,
2804.705,310,
2804.705,310,
2804.705,310,
2804.705,308,
2804.734,308,
2804.734,308,
2804.734,307,
2804.734,307,
2804.734,308,
2804.734,308,
2804.734,308,
2804.734,308,
2804.797,308,
2804.797,308,
2804.797,308,
2804.797,308,
2804.797,308,
2804.797,308,
2804.797,308,
2804.797,308,
2804.835,308,
2804.835,308,
2804.835,307,
2804.835,307,
2804.835,307,
2804.835,307,
2804.835,307,
2804.835,307,
2804.881,310,
2804.881,310,
2804.881,310,
2804.881,308,
2804.881,308,
2804.881,308,
2804.881,308,
2804.881,308,
2804.966,308,
2804.966,308,
2804.966,308,
2804.966,308,
2804.966,308,
2804.966,308,
2804.966,308,
2804.966,308,
2804.997,308,
2804.997,308,
2804.997,308,
2804.997,308,
2804.997,308,
2804.997,308,
2804.997,308,
2805.050,308,
2805.050,308,
2805.050,308,
2805.050,307,
2805.050,307,
2805.050,308,
2805.050,308,
2805.050,308,
2805.097,307,
2805.097,307,
2805.097,307,
2805.097,307,
2805.097,307,
2805.097,307,
2805.097,311,
2805.097,311,
2805.151,311,
2805.151,304,
2805.151,304,
2805.151,304,
2805.151,301,
2805.151,301,
2805.151,301,
2805.151,300,
2805.198,300,
2805.198,301,
2805.198,301,
2805.198,301,
2805.198,300,
2805.198,300,
2805.198,300,
2805.198,298,
2805.252,298,
2805.252,298,
2805.252,300,
2805.252,300,
2805.252,300,
2805.252,298,
2805.252,298,
2805.252,300,
2805.298,300,
2805.298,300,
2805.298,298,
2805.298,298,
2805.298,298,
