39133,139,500,
39844,136,500,
40200,141,500,
40177,141,500,
40377,133,500,
40155,131,500,
40355,149,500,
40222,150,500,
40200,144,500,
40600,136,500,
40000,150,500,
40466,152,500,
40088,149,500,
40022,151,500,
40022,147,500,
40555,140,500,
40200,155,500,
40666,150,500,
40333,139,500,
40422,144,500,
40822,143,500,
40688,147,500,
40688,143,500,
40466,153,500,
40222,137,600,
40288,253,600,
39844,254,600,
40111,260,600,
40000,251,600,
40111,247,600,
40488,257,600,
40311,264,600,
39222,257,600,
40355,249,600,
39911,248,600,
40155,259,600,
40111,255,600,
40200,251,600,
40044,244,600,
39733,262,600,
40022,248,600,
40111,250,600,
39955,248,600,
39977,258,600,
40377,242,600,
39844,239,600,
40133,256,600,
40155,259,600,
40266,248,600,
40022,313,700,
38933,371,700,
39666,379,700,
39133,373,700,
38533,379,700,
39044,375,700,
38600,374,700,
39066,376,700,
39688,377,700,
39422,376,700,
38511,374,700,
38866,360,700,
39266,371,700,
38844,379,700,
38688,364,700,
39088,369,700,
39533,388,700,
38866,382,700,
39977,384,700,
39133,377,700,
38200,379,700,
38511,392,700,
39222,352,700,
39444,363,700,
39200,376,700,
38955,417,800,
38311,508,800,
38400,523,800,
37711,509,800,
38244,518,800,
37977,518,800,
38822,499,800,
38733,505,800,
38733,497,800,
38044,511,800,
37511,518,800,
38200,503,800,
37977,508,800,
37977,517,800,
38066,511,800,
37688,499,800,
38600,514,800,
37755,506,800,
37977,512,800,
38422,505,800,
38244,487,800,
38911,503,800,
37822,491,800,
38155,504,800,
37866,507,800,
37444,538,900,
37533,655,900,
37133,662,900,
36777,651,900,
37444,656,900,
37977,665,900,
36933,641,900,
37844,654,900,
36911,644,900,
36622,642,900,
36800,626,900,
36155,648,900,
36822,650,900,
36866,652,900,
35955,618,900,
36511,632,900,
36666,653,900,
36600,627,900,
37711,642,900,
35577,636,900,
37533,605,900,
36466,629,900,
36422,636,900,
37355,638,900,
36800,632,900,
36888,630,1000,
36644,803,1000,
35733,782,1000,
36155,795,1000,
35844,776,1000,
35800,780,1000,
35822,780,1000,
35400,785,1000,
36666,789,1000,
35755,802,1000,
35933,790,1000,
35911,778,1000,
35088,784,1000,
35555,778,1000,
36133,795,1000,
35733,775,1000,
36022,767,1000,
36466,768,1000,
35155,772,1000,
36400,786,1000,
36088,770,1000,
35844,809,1000,
34733,772,1000,
35933,766,1000,
35244,773,1000,
35288,727,500,
37711,144,500,
37133,138,500,
37666,119,500,
37977,117,500,
37888,139,500,
38311,132,500,
38222,120,500,
38422,134,500,
38066,135,500,
38444,136,500,
38511,137,500,
38266,136,500,
