2023-07-10 23:31:34.528,13,-1,638,691,
2023-07-10 23:31:34.528,14,-1,638,691,
2023-07-10 23:31:34.528,15,-1,638,691,
2023-07-10 23:31:34.528,15,-1,638,691,
2023-07-10 23:31:34.528,15,-1,638,691,
2023-07-10 23:31:34.528,15,1,638,691,
2023-07-10 23:31:34.528,15,2,638,691,
2023-07-10 23:31:34.528,14,2,638,691,
2023-07-10 23:31:34.528,14,2,638,691,
2023-07-10 23:31:34.528,13,1,638,691,
2023-07-10 23:31:34.528,11,0,628,691,
2023-07-10 23:31:34.528,11,0,628,691,
2023-07-10 23:31:34.528,11,-1,628,691,
2023-07-10 23:31:34.528,13,0,628,691,
2023-07-10 23:31:34.528,13,0,628,691,
2023-07-10 23:31:34.566,13,0,628,691,
2023-07-10 23:31:34.566,11,0,628,691,
2023-07-10 23:31:34.566,11,0,628,691,
2023-07-10 23:31:34.622,10,0,628,691,
2023-07-10 23:31:34.622,10,0,628,691,
2023-07-10 23:31:34.622,10,0,628,691,
2023-07-10 23:31:34.622,10,0,628,691,
2023-07-10 23:31:34.666,10,-1,628,691,
2023-07-10 23:31:34.666,10,-1,628,691,
2023-07-10 23:31:34.666,10,-1,628,691,
2023-07-10 23:31:34.722,10,-1,628,691,
2023-07-10 23:31:34.722,10,-1,628,691,
2023-07-10 23:31:34.722,12,0,628,691,
2023-07-10 23:31:34.782,12,0,628,691,
2023-07-10 23:31:34.782,12,1,628,691,
2023-07-10 23:31:34.782,13,1,628,691,
2023-07-10 23:31:34.830,14,2,627,691,
2023-07-10 23:31:34.830,14,2,627,691,
2023-07-10 23:31:34.830,15,2,627,691,
2023-07-10 23:31:34.830,15,2,627,691,
2023-07-10 23:31:34.872,15,-1,627,691,
2023-07-10 23:31:34.880,14,-1,627,691,
2023-07-10 23:31:34.880,14,-1,627,691,
2023-07-10 23:31:34.927,15,-1,627,691,
2023-07-10 23:31:34.927,18,-1,627,691,
2023-07-10 23:31:34.927,18,-1,627,691,
2023-07-10 23:31:34.982,18,-1,627,691,
2023-07-10 23:31:34.982,18,-1,627,691,
2023-07-10 23:31:34.982,18,-1,627,691,
2023-07-10 23:31:35.035,18,-3,627,691,
2023-07-10 23:31:35.035,17,-2,627,691,
2023-07-10 23:31:35.035,16,-1,627,691,
2023-07-10 23:31:35.082,16,0,627,691,
2023-07-10 23:31:35.082,15,0,627,691,
2023-07-10 23:31:35.082,15,0,627,691,
2023-07-10 23:31:35.129,13,0,627,691,
