2023-07-10 23:46:50.458,-38,-8,116,79,5000,
2023-07-10 23:46:50.458,-38,-9,110,79,5000,
2023-07-10 23:46:50.458,-38,-9,110,79,5000,
2023-07-10 23:46:50.458,-38,-10,110,79,5000,
2023-07-10 23:46:50.458,-39,-11,114,79,5000,
2023-07-10 23:46:50.458,-39,-11,109,79,5000,
2023-07-10 23:46:50.458,-40,-12,117,79,5000,
2023-07-10 23:46:50.471,-41,-13,116,79,5000,
2023-07-10 23:46:50.471,-42,-14,112,79,5000,
2023-07-10 23:46:50.471,-43,-15,114,79,5000,
2023-07-10 23:46:50.471,-43,-16,110,79,5000,
2023-07-10 23:46:50.503,-44,-16,113,79,5000,
2023-07-10 23:46:50.503,-45,-18,115,79,5000,
2023-07-10 23:46:50.559,-46,-19,113,79,5000,
2023-07-10 23:46:50.559,-47,-20,109,79,5000,
2023-07-10 23:46:50.559,-47,-21,111,79,5000,
2023-07-10 23:46:50.634,-48,-22,109,79,5000,
2023-07-10 23:46:50.634,-49,-23,113,79,5000,
2023-07-10 23:46:50.672,-49,-24,124,79,5000,
2023-07-10 23:46:50.672,-50,-25,116,79,5000,
2023-07-10 23:46:50.719,-50,-26,111,79,5000,
2023-07-10 23:46:50.719,-51,-26,114,79,5000,
2023-07-10 23:46:50.773,-52,-26,118,79,5000,
2023-07-10 23:46:50.773,-53,-27,114,79,5000,
2023-07-10 23:46:50.828,-53,-27,115,79,5000,
2023-07-10 23:46:50.828,-53,-27,115,79,5000,
2023-07-10 23:46:50.828,-54,-27,112,79,5000,
2023-07-10 23:46:50.868,-55,-27,115,79,5000,
2023-07-10 23:46:50.868,-55,-27,111,79,5000,
2023-07-10 23:46:50.908,-55,-27,107,79,5000,
2023-07-10 23:46:50.908,-56,-26,109,79,5000,
2023-07-10 23:46:50.960,-56,-26,110,79,5000,
2023-07-10 23:46:50.960,-57,-25,109,79,5000,
2023-07-10 23:46:51.008,-57,-24,105,79,300,
2023-07-10 23:46:51.008,-57,-24,115,79,300,
2023-07-10 23:46:51.008,-57,-23,116,79,300,
2023-07-10 23:46:51.065,-57,-22,114,79,300,
2023-07-10 23:46:51.065,-57,-21,110,79,300,
2023-07-10 23:46:51.116,-58,-19,110,79,300,
2023-07-10 23:46:51.116,-58,-19,112,79,300,
2023-07-10 23:46:51.163,-58,-18,111,79,300,
2023-07-10 23:46:51.163,-58,-17,110,78,300,
2023-07-10 23:46:51.163,-57,-16,113,78,300,
2023-07-10 23:46:51.244,-57,-15,112,78,300,
2023-07-10 23:46:51.244,-56,-14,115,78,300,
2023-07-10 23:46:51.259,-56,-13,118,78,300,
2023-07-10 23:46:51.259,-55,-12,117,78,300,
2023-07-10 23:46:51.313,-54,-11,116,78,300,
2023-07-10 23:46:51.313,-53,-9,117,78,300,
2023-07-10 23:46:51.371,-53,-8,119,78,300,
2023-07-10 23:46:51.371,-52,-8,117,78,300,
2023-07-10 23:46:51.371,-51,-7,115,78,300,
2023-07-10 23:46:51.418,-50,-7,114,78,300,
2023-07-10 23:46:51.418,-50,-6,113,78,300,
2023-07-10 23:46:51.472,-49,-6,111,78,300,
2023-07-10 23:46:51.472,-48,-6,111,78,300,
2023-07-10 23:46:51.472,-48,-6,111,79,300,
2023-07-10 23:46:51.518,-47,-5,111,79,300,
2023-07-10 23:46:51.518,-47,-5,110,79,300,
2023-07-10 23:46:51.565,-47,-5,117,79,300,
