2023-07-10 23:44:45.744,-2,-20,107,86,5000,
2023-07-10 23:44:45.797,-2,-20,107,86,5000,
2023-07-10 23:44:45.797,-2,-20,108,86,5000,
2023-07-10 23:44:45.846,-2,-20,105,86,5000,
2023-07-10 23:44:45.846,-2,-20,107,86,5000,
2023-07-10 23:44:45.902,-2,-20,105,86,5000,
2023-07-10 23:44:45.902,-1,-20,105,86,5000,
2023-07-10 23:44:45.902,-1,-20,105,86,5000,
2023-07-10 23:44:45.948,-1,-20,106,86,5000,
2023-07-10 23:44:45.948,-1,-20,104,86,5000,
2023-07-10 23:44:45.986,-1,-20,105,86,5000,
2023-07-10 23:44:45.986,-1,-20,103,86,5000,
2023-07-10 23:44:45.986,-1,-20,107,86,5000,
2023-07-10 23:44:46.063,0,-20,108,86,5000,
2023-07-10 23:44:46.063,0,-20,102,86,5000,
2023-07-10 23:44:46.087,0,-20,107,86,5000,
2023-07-10 23:44:46.087,0,-20,105,86,5000,
2023-07-10 23:44:46.171,0,-20,102,86,5000,
2023-07-10 23:44:46.171,0,-20,104,86,5000,
2023-07-10 23:44:46.171,0,-20,104,86,5000,
2023-07-10 23:44:46.218,0,-20,110,86,5000,
2023-07-10 23:44:46.218,0,-20,105,86,5000,
2023-07-10 23:44:46.267,0,-20,105,86,5000,
2023-07-10 23:44:46.267,0,-20,106,86,5000,
2023-07-10 23:44:46.267,0,-20,102,85,5000,
2023-07-10 23:44:46.318,0,-20,104,85,5000,
2023-07-10 23:44:46.318,0,-20,102,85,5000,
2023-07-10 23:44:46.359,0,-19,109,85,5000,
2023-07-10 23:44:46.359,0,-19,103,85,5000,
2023-07-10 23:44:46.403,0,-19,101,85,5000,
2023-07-10 23:44:46.403,0,-19,105,85,5000,
2023-07-10 23:44:46.403,0,-19,109,85,5000,
2023-07-10 23:44:46.450,0,-19,101,85,5000,
2023-07-10 23:44:46.450,0,-18,106,85,5000,
2023-07-10 23:44:46.503,0,-18,101,85,5000,
2023-07-10 23:44:46.503,0,-18,109,85,5000,
2023-07-10 23:44:46.503,0,-18,109,85,5000,
2023-07-10 23:44:46.549,0,-18,104,85,5000,
2023-07-10 23:44:46.549,0,-18,107,85,5000,
2023-07-10 23:44:46.604,0,-18,106,85,5000,
2023-07-10 23:44:46.604,0,-17,105,85,5000,
2023-07-10 23:44:46.650,0,-17,102,85,5000,
2023-07-10 23:44:46.650,0,-17,103,85,5000,
2023-07-10 23:44:46.650,0,-17,104,85,5000,
2023-07-10 23:44:46.719,0,-17,107,85,5000,
2023-07-10 23:44:46.719,-1,-17,104,85,5000,
2023-07-10 23:44:46.719,-1,-17,104,85,5000,
2023-07-10 23:44:46.770,-1,-17,101,85,5000,
2023-07-10 23:44:46.770,-1,-17,102,85,5000,
2023-07-10 23:44:46.804,-1,-17,108,85,5000,
2023-07-10 23:44:46.804,-1,-17,104,85,5000,
2023-07-10 23:44:46.860,-1,-17,106,85,5000,
2023-07-10 23:44:46.860,-1,-17,105,85,5000,
2023-07-10 23:44:46.913,-1,-17,99,85,5000,
2023-07-10 23:44:46.913,-1,-17,103,85,5000,
2023-07-10 23:44:46.913,-1,-17,105,86,5000,
2023-07-10 23:44:46.953,-1,-17,104,86,5000,
2023-07-10 23:44:46.953,-2,-17,106,86,5000,
2023-07-10 23:44:47.004,-2,-17,106,86,5000,
2023-07-10 23:44:47.004,-2,-18,104,86,5000,
2023-07-10 23:44:47.089,-2,-18,111,86,5000,
2023-07-10 23:44:47.089,-2,-18,103,86,5000,
2023-07-10 23:44:47.089,-2,-19,108,86,5000,
2023-07-10 23:44:47.105,-2,-19,108,86,5000,
2023-07-10 23:44:47.105,-2,-19,103,86,5000,
2023-07-10 23:44:47.167,-2,-19,104,86,5000,
2023-07-10 23:44:47.167,-3,-19,106,86,5000,
2023-07-10 23:44:47.207,-3,-19,107,86,5000,
2023-07-10 23:44:47.207,-3,-19,112,86,5000,
2023-07-10 23:44:47.253,-3,-19,106,86,5000,
2023-07-10 23:44:47.253,-3,-19,107,86,5000,
2023-07-10 23:44:47.253,-3,-19,100,86,5000,
2023-07-10 23:44:47.321,-3,-20,106,86,5000,
2023-07-10 23:44:47.321,-3,-20,106,86,5000,
2023-07-10 23:44:47.370,-3,-20,99,86,5000,
2023-07-10 23:44:47.370,-3,-20,106,86,5000,
2023-07-10 23:44:47.421,-2,-20,106,86,5000,
2023-07-10 23:44:47.421,-2,-20,109,86,5000,
2023-07-10 23:44:47.421,-2,-20,112,86,5000,
2023-07-10 23:44:47.468,-2,-20,109,86,5000,
2023-07-10 23:44:47.468,-2,-20,105,86,5000,
2023-07-10 23:44:47.522,-1,-20,108,86,5000,
2023-07-10 23:44:47.522,-1,-20,109,86,5000,
2023-07-10 23:44:47.568,-1,-20,106,86,5000,
