2023-07-10 23:10:55.374,-33,-12,100,5000,
2023-07-10 23:10:55.374,-33,-12,100,5000,
2023-07-10 23:10:55.424,-33,-12,100,5000,
2023-07-10 23:10:55.424,-33,-12,100,5000,
2023-07-10 23:10:55.424,-33,-12,100,5000,
2023-07-10 23:10:55.475,-33,-12,100,5000,
2023-07-10 23:10:55.475,-33,-12,100,5000,
2023-07-10 23:10:55.530,-33,-12,100,5000,
2023-07-10 23:10:55.530,-33,-12,100,5000,
2023-07-10 23:10:55.530,-32,-12,100,5000,
2023-07-10 23:10:55.571,-32,-12,100,5000,
2023-07-10 23:10:55.571,-32,-12,100,5000,
2023-07-10 23:10:55.618,-32,-12,100,5000,
2023-07-10 23:10:55.618,-32,-12,100,5000,
2023-07-10 23:10:55.618,-31,-12,100,5000,
2023-07-10 23:10:55.671,-31,-12,100,5000,
2023-07-10 23:10:55.671,-31,-12,100,5000,
2023-07-10 23:10:55.749,-30,-11,100,5000,
2023-07-10 23:10:55.749,-30,-11,100,5000,
2023-07-10 23:10:55.749,-29,-11,100,5000,
2023-07-10 23:10:55.771,-29,-11,100,5000,
2023-07-10 23:10:55.771,-29,-11,100,5000,
2023-07-10 23:10:55.771,-28,-11,100,5000,
2023-07-10 23:10:55.827,-28,-11,100,5000,
2023-07-10 23:10:55.827,-27,-11,100,5000,
2023-07-10 23:10:55.893,-27,-11,100,5000,
2023-07-10 23:10:55.893,-27,-10,100,5000,
2023-07-10 23:10:55.893,-26,-10,100,5000,
2023-07-10 23:10:55.924,-26,-10,100,5000,
2023-07-10 23:10:55.924,-25,-10,100,5000,
2023-07-10 23:10:55.977,-25,-10,100,5000,
2023-07-10 23:10:55.977,-24,-10,100,5000,
2023-07-10 23:10:55.977,-24,-10,100,5000,
2023-07-10 23:10:56.024,-23,-10,100,5000,
2023-07-10 23:10:56.024,-23,-10,100,5000,
2023-07-10 23:10:56.077,-22,-10,100,5000,
2023-07-10 23:10:56.077,-22,-9,100,5000,
2023-07-10 23:10:56.077,-22,-9,100,5000,
