2023-07-10 23:13:29.238,40,-9,103,300,
2023-07-10 23:13:29.238,40,-10,103,300,
2023-07-10 23:13:29.238,39,-10,103,300,
2023-07-10 23:13:29.238,39,-10,103,300,
2023-07-10 23:13:29.238,39,-10,103,300,
2023-07-10 23:13:29.238,39,-10,103,300,
2023-07-10 23:13:29.238,39,-10,103,300,
2023-07-10 23:13:29.238,39,-10,103,300,
2023-07-10 23:13:29.238,39,-11,103,300,
2023-07-10 23:13:29.238,39,-11,103,300,
2023-07-10 23:13:29.238,38,-11,103,300,
2023-07-10 23:13:29.238,38,-11,103,300,
2023-07-10 23:13:29.238,38,-11,103,300,
2023-07-10 23:13:29.238,37,-11,103,300,
2023-07-10 23:13:29.288,37,-11,103,300,
2023-07-10 23:13:29.288,37,-11,103,300,
2023-07-10 23:13:29.288,37,-11,103,300,
2023-07-10 23:13:29.344,37,-11,103,300,
2023-07-10 23:13:29.344,37,-11,103,300,
2023-07-10 23:13:29.344,36,-12,103,300,
2023-07-10 23:13:29.392,36,-12,103,300,
2023-07-10 23:13:29.392,36,-12,103,300,
2023-07-10 23:13:29.392,36,-12,103,300,
2023-07-10 23:13:29.444,36,-12,103,300,
2023-07-10 23:13:29.444,35,-12,103,300,
2023-07-10 23:13:29.444,35,-12,103,300,
2023-07-10 23:13:29.491,35,-12,103,300,
2023-07-10 23:13:29.491,35,-12,103,300,
2023-07-10 23:13:29.545,35,-12,103,300,
2023-07-10 23:13:29.545,35,-12,103,300,
2023-07-10 23:13:29.545,35,-12,103,300,
2023-07-10 23:13:29.592,34,-12,103,300,
2023-07-10 23:13:29.592,34,-12,103,300,
2023-07-10 23:13:29.592,34,-12,103,300,
2023-07-10 23:13:29.661,34,-12,103,300,
2023-07-10 23:13:29.661,34,-12,103,300,
2023-07-10 23:13:29.661,34,-12,103,300,
2023-07-10 23:13:29.692,34,-12,103,300,
2023-07-10 23:13:29.692,34,-12,103,300,
2023-07-10 23:13:29.692,34,-12,103,300,
2023-07-10 23:13:29.746,34,-12,103,300,
2023-07-10 23:13:29.746,34,-12,103,300,
2023-07-10 23:13:29.794,34,-12,103,300,
2023-07-10 23:13:29.794,34,-12,103,300,
2023-07-10 23:13:29.794,34,-12,103,300,
2023-07-10 23:13:29.870,34,-12,103,300,
2023-07-10 23:13:29.870,34,-12,103,300,
2023-07-10 23:13:29.870,34,-12,103,300,
2023-07-10 23:13:29.870,34,-12,103,300,
2023-07-10 23:13:29.894,34,-12,103,300,
2023-07-10 23:13:29.894,35,-12,103,300,
2023-07-10 23:13:29.946,35,-11,103,300,
2023-07-10 23:13:29.946,35,-11,103,300,
2023-07-10 23:13:29.946,35,-11,103,300,
2023-07-10 23:13:29.993,35,-11,103,300,
2023-07-10 23:13:29.993,35,-11,103,300,
2023-07-10 23:13:29.993,35,-11,103,300,
2023-07-10 23:13:30.078,35,-11,103,300,
2023-07-10 23:13:30.078,35,-11,103,300,
2023-07-10 23:13:30.078,36,-11,102,300,
2023-07-10 23:13:30.094,36,-11,102,300,
2023-07-10 23:13:30.094,36,-11,102,300,
2023-07-10 23:13:30.094,36,-11,102,300,
2023-07-10 23:13:30.172,36,-11,102,300,
2023-07-10 23:13:30.172,36,-11,102,300,
2023-07-10 23:13:30.172,36,-11,102,300,
2023-07-10 23:13:30.203,37,-11,102,300,
2023-07-10 23:13:30.203,37,-10,102,300,
2023-07-10 23:13:30.279,37,-10,102,300,
2023-07-10 23:13:30.279,38,-10,102,300,
2023-07-10 23:13:30.279,38,-10,102,300,
2023-07-10 23:13:30.294,38,-10,102,300,
2023-07-10 23:13:30.294,38,-10,102,300,
2023-07-10 23:13:30.294,39,-10,102,300,
2023-07-10 23:13:30.356,39,-10,102,300,
2023-07-10 23:13:30.356,39,-10,102,300,
2023-07-10 23:13:30.356,39,-10,102,300,
2023-07-10 23:13:30.396,39,-10,102,300,
2023-07-10 23:13:30.396,39,-10,102,300,
2023-07-10 23:13:30.396,40,-10,102,300,
2023-07-10 23:13:30.479,40,-10,102,300,
2023-07-10 23:13:30.479,41,-10,102,300,
